,set_num,name,year,theme_id,num_parts
721,10871-1,Airport,2018,632,29
722,10872-1,Train Bridge and Tracks,2018,634,26
723,10873-1,Minnie's Birthday Party,2018,641,21
724,10874-1,Steam Train,2018,634,59
725,10875-1,Cargo Train,2018,634,105
726,10876-1,Spider-Man & Hulk Adventures,2018,630,38
727,10877-1,Belle's Tea Party,2018,640,19
728,10878-1,Rapunzel's Tower,2018,640,37
729,10879-1,Gentle Giants Petting Zoo,2018,504,24
730,10880-1,T. rex Tower,2018,504,22
731,1088-1,Road Burner,1999,87,25
732,10881-1,Mickey's Boat,2018,641,28
733,10882-1,Train Tracks,2018,634,23
734,10883-1,My First Tow Truck,2019,504,11
735,10884-1,My First Balancing Animals,2019,504,15
736,10885-1,My First Fun Puzzle,2019,504,15
737,10886-1,My First Car Creations,2019,504,34
738,10887-1,Creative Fun,2019,504,120
739,10889-1,Mickey's Vacation House,2019,641,57
740,1089-1,Basic Figures,1985,534,24
741,10893-1,Spider-Man vs. Electro,2019,630,29
742,10894-1,Toy Story Train,2019,633,21
743,10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,2019,504,53
744,10897-1,My First Minnie Build,2019,641,10
745,10898-1,My First Mickey Build,2019,641,9
746,10899-1,Frozen Ice Castle,2019,504,59
747,10900-1,Police Bike,2019,632,8
748,1090-1,TECHNIC Control I,1986,507,397
749,10901-1,Fire Truck,2019,632,21
750,10902-1,Police Station,2019,632,38
751,10903-1,Fire Station,2019,632,76
752,10904-1,Baby Animals,2019,504,9
753,10906-1,Tropical Island,2019,504,73
754,10907-1,World Animals,2019,504,121
755,10908-1,Plane,2019,632,12
756,10909-1,Heart Box,2020,504,80
757,10910-1,Submarine Adventure,2019,504,24
758,10913-1,Brick Box,2020,504,65
759,10914-1,Deluxe Brick Box,2020,504,85
760,10915-1,Alphabet Truck,2020,504,36
761,10917-1,Fire Truck,2020,504,6
762,10918-1,Tow Truck,2020,504,7
763,10919-1,Batcave,2020,653,33
764,10920-1,Elsa & Olaf's Tea Party,2020,504,17
765,1092-1,TECHNIC Control II,1986,507,467
766,10921-1,Super Heroes Lab,2020,630,30
767,10922-1,Ariel's Undersea Castle,2020,640,35
768,10924-1,Lightning McQueen's Race Day,2020,506,42
769,10925-1,Playroom,2020,504,17
770,10926-1,Bedroom,2020,504,16
771,10927-1,Pizza Stand,2020,632,18
772,10928-1,Bakery,2020,632,46
773,10929-1,Modular Playhouse,2020,504,133
774,10930-1,Bulldozer,2020,632,10
775,10931-1,Truck & Tracked Excavator,2020,632,20
776,10932-1,Wrecking Ball Demolition,2020,632,56
777,10933-1,Tower Crane & Construction,2020,632,123
778,10934-1,Creative Animals,2020,504,175
779,10937-1,Batman: Arkham Asylum Breakout,2012,697,1621
780,10938-1,Dinosaur Nursery,2022,504,27
781,10939-1,T. rex and Triceratops Dinosaur Breakout,2021,504,36
782,10940-1,Spider-Man Headquarters,2021,630,36
783,1094-1,Johnny Thunder,1999,297,13
784,10941-1,Mickey & Minnie Birthday Train,2021,641,22
785,10942-1,Minnie's House and Café,2021,641,91
786,10943-1,Happy Childhood Moments,2021,504,231
787,10944-1,Space Shuttle Mission,2021,504,23
788,10945-1,Garbage Truck and Recycling,2021,504,19
789,10946-1,Family Camping Van Adventure,2021,504,30
790,10947-1,Race Cars,2021,504,44
791,10948-1,Parking Garage and Car Wash,2021,504,112
792,10949-1,Farm Animal Care,2021,632,11
793,10950-1,Farm Tractor & Animal Care,2021,632,27
794,1095-1,Super Sub,1999,311,24
795,10951-1,Horse Stable and Pony Care,2021,632,65
796,10952-1,"Barn, Tractor & Farm Animal Care",2021,632,97
797,10953-1,Unicorn,2021,504,8
798,10954-1,Number Train - Learn To Count,2021,504,23
799,10955-1,Animal Train,2021,504,15
800,10956-1,Amusement Park,2021,504,95
801,10957-1,Fire Helicopter & Police Car,2021,504,16
802,10958-1,Creative Birthday Party,2021,504,200
803,10959-1,Police Station & Helicopter,2022,504,40
804,10960-1,Belle's Ballroom,2022,504,23
805,1096-1,Race Buggy,1999,87,23
806,10961-1,Airplane & Airport,2021,632,28
807,10962-1,Buzz Lightyear’s Planetary Mission,2022,504,37
808,10963-1,Spider-man and Friends Funfair Adaventure,2022,630,41
809,10964-1,Bath Time Fun: Floating Red Panda,2022,504,5
810,10965-1,Bath Time Fun: Floating Animal Train,2022,504,14
811,10966-1,Bath Time Fun: Floating Animal Island,2022,504,21
812,10967-1,Police Motorcycle,2022,504,5
813,10968-1,Doctor Visit,2022,504,34
814,10969-1,Fire Truck,2022,504,0
815,10970-1,Fire Station & Helicopter,2022,504,116
816,1097-1,Res-Q Runner,1999,92,18
817,10971-1,Wild Animals of Africa,2022,504,10
818,10972-1,Wild Animals of the Ocean,2022,504,32
819,10973-1,Wild Animals of the South America,2022,504,71
820,10974-1,Wild Animals of Asia,2022,504,98
821,10975-1,Wild Animals of the World,2022,504,142
822,10976-1,Santa's Gingerbread House,2022,504,1
823,10977-1,My First Kitten and Puppy,2022,504,22
824,10978-1,Creative Building Time,2022,504,120
825,10979-1,Wild Animals Of Europe,2022,504,85
826,10980-1,Green Building Plate,2022,504,1
827,1098-1,Hang Glider,1998,87,19
828,1099-1,Ninja Blaster,1999,434,24
829,1-1,Bulldozer Chain Links,1982,453,50
830,1-10,Mini-Wheel Model Maker No. 1,1971,423,87
831,1100-1,Sky Pirates,2001,50,110
832,11001-1,Bricks and Ideas,2019,621,123
833,11002-1,Basic Brick Set,2019,621,300
834,11003-1,Bricks and Eyes,2019,621,451
835,11004-1,Windows of Creativity,2019,621,450
836,11005-1,Creative Fun,2019,621,900
837,11006-1,Creative Blue Bricks,2020,621,52
838,11007-1,Creative Green Bricks,2020,621,60
839,11008-1,Bricks and Houses,2020,621,270
840,11009-1,Bricks and Lights,2020,621,441
841,110-1,Universal Building Set,1977,469,129
842,11010-1,White Baseplate,2020,621,1
843,1101-1,Replacement 4.5V Motor,1977,443,1
844,11011-1,Bricks and Animals,2020,621,1500
845,11012-1,Creative White Bricks,2021,621,60
846,11013-1,Creative Transparent Bricks,2021,621,500
847,11014-1,Bricks and Wheels,2021,621,653
848,11015-1,Around The World,2021,621,950
849,11016-1,Creative Building Bricks,2021,621,1201
850,11017-1,Creative Monsters,2022,621,140
851,11018-1,Creative Ocean Fun,2022,621,333
852,11019-1,Bricks and Functions,2022,621,500
853,11020-1,Build Together,2022,621,1601
854,1102-1,Motor Bushes,1977,456,4
855,11021-1,90 Years of Play,2022,621,1100
856,11022-1,Space Mission,2022,621,1700
857,11023-1,Green Baseplate,2022,621,1
858,11024-1,Gray Baseplate,2022,621,1
859,11025-1,Blue Baseplate,2022,621,1
860,11026-1,White Baseplate,2022,621,1
861,1103-1,Battery Box,1977,443,1
862,1103-2,DNA Student Set,2008,517,522
863,1104-1,Battery Cables (75cm),1977,443,2
864,1105-1,Crawler Tracks,1977,443,2
865,1106-1,Battery Tender,1977,456,2
866,1106-2,Basic Building Set,1999,470,431
867,1107-1,Signal and Direction-Change Switch,1977,456,4
868,1108-1,Magnetic Couplings,1977,456,4
869,1109-1,Magnetic Couplings for Railway Car,1977,456,4
870,1-11,Basic Souvenir Box,1981,469,36
871,1110-1,Train Wheels,1977,456,8
872,111-1,Universal Building Set,1977,469,174
873,1111-1,Rubber Rims for Locomotive Wheels,1977,456,8
874,111-2,Starter Train Set without Motor,1966,235,118
875,1112-1,Train Sliding Wheel Blocks,1977,456,2
876,1113-1,Motor Frame and Couplers,1977,443,5
877,11138-1,Bionicle Barraki Wallet,2008,501,0
878,1114-1,Motor Frame,1977,443,1
879,1115-1,4.5V Lighting Brick (2 x 2),1977,443,1
880,1116-1,"Chain Links, Small",1977,443,25
881,1118-1,"Boat Weight, Red",1977,443,1
882,111901-1,Garmadon,2019,435,10
883,111902-1,Wu,2019,435,6
884,111903-1,Kai vs. Wyplash,2019,435,13
885,111904-1,Jay vs. Lasha,2019,435,12
886,1119-1,Locomotive Piston Assemblies,1977,456,6
887,1-12,Small Basic Set,1977,433,94
888,11-2,Small Pre-School Basic Set,1973,433,31
889,112005-1,Cole vs. Nindroid,2020,435,20
890,112006-1,Lloyd vs. Stone Warrior,2020,435,12
891,112007-1,Wu vs. Skulkin,2020,435,13
892,112008-1,Kai vs. Lasha,2020,435,12
893,1120-1,Tires (42 mm),1977,443,2
894,112-1,Universal Building Set,1977,469,200
895,112109-1,Wu vs. Garmadon,2021,435,13
896,1121-1,"Propellers, Wheels and Rotor Unit",1977,443,15
897,112110-1,Cole vs. Lasha,2021,435,14
898,112111-1,Lloyd vs. Soul Archer,2021,435,10
899,112112-1,Jay vs. Eyezor,2021,435,10
900,112113-1,Kai vs. Nindroid,2021,435,10
901,112114-1,Zane vs. Wyplash,2021,435,14
902,112-2,Locomotive with Motor,1966,235,74
903,1122-1,Hinges,1977,443,3
904,112215-1,Cole vs. Ronin,2021,435,10
905,112216-1,Zane vs. Nindroid,2022,435,16
906,112217-1,Kai vs. Boa Destructor,2022,435,13
907,112-3,2 40 x 40 Baseplates,1971,371,2
908,1123-1,"Ball and Socket Couplings, Articulated Joint",1977,443,8
909,1124-1,Digger Bucket,1977,443,3
910,1125-1,Crane Grab,1977,443,3
911,1126-1,"Jack Complete Assembly, Blue",1984,443,1
912,1127-1,Santa,1999,227,39
913,1128-1,Santa on Skis,1997,227,21
914,1129-1,Storage Cloth,1980,473,1
915,1129-2,Santa on Reindeer,1999,227,34
916,11-3,Locomotive Traction Tires,1977,456,8
917,1130-1,Storage Folder for Building Instructions (16 Internal Pockets),1980,443,1
918,113-1,Universal Building Set,1977,469,293
919,1131-1,Tires (42 mm) and Hubs,1981,453,4
920,113-2,Motorized Train Set,1966,235,344
921,1132-1,Hinges,1981,443,8
922,113-2-DUMMY-1,Dummy set for Various 3009 prints For Set 113-2,1966,301,13
923,1133-1,Brick Hinges,1981,443,8
924,1134-1,Battery Wagon,1981,456,2
925,1135-1,"Battery Cable Kit: 12 Connectors, 3m Cable",1981,443,13
926,1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",1981,443,17
927,1135-3,"Battery Cable Kit: 20 Connectors, 3m Cable",1981,443,21
928,1136-1,"Buffers, Magnetic Couplers",1981,456,6
929,1137-1,Train Couplings,1981,456,4
930,1138-1,Replacement Rubber Wheel Treads for Trains,1981,456,8
931,1139-1,Motor-Mount Plate with Magnetic Couplers,1981,456,5
932,1140-1,12V Light Bricks,1981,443,2
933,114-1,Universal Building Set,1977,469,390
934,1141-1,Wheel Bricks with Small Red Train Wheels,1981,456,2
935,114-2,Small Train Set,1966,235,88
936,1142-1,Wheel Bricks with Small Black Train-Wheels,1981,456,2
937,1143-1,Wheel Bricks with Large Red Train Wheels,1981,456,2
938,1144-1,Train Baseplate,1981,456,1
939,1145-1,Bogie Plate,1981,456,1
940,1146-1,"Pushrods, Cylinder Housings",1981,456,6
941,1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",1981,456,7
942,1148-1,Differential,1981,453,5
943,1149-1,Air Police,2002,94,24
944,1149-2,Bulldozer Chainlinks,1982,453,52
945,1150-1,Replacement Motor 12V,1977,443,1
946,115-1,Building Set,1973,469,190
947,1151-1,Train Power Pick-Up Blocks,1977,456,2
948,115-2,Starter Train Set with Motor,1966,235,132
949,1152-1,Electric Wire,1977,456,2
950,115349-1,Mario Key Chain,2021,503,0
951,1154-1,Battery Control Unit,1986,453,1
952,1160-1,"TECHNIC Pneumatic Tubing, 40cm +100cm",1985,453,2
953,116-1,Starter Train Set with Motor,1967,235,362
954,1161-1,TECHNIC Pneumatic Pump Cylinder 48mm,1985,453,1
955,116-2,Deluxe Motorized Train Set,1968,235,364
956,1162-1,TECHNIC Pneumatic Piston Cylinder 48mm,1985,453,1
957,1163-1,TECHNIC Pneumatic Piston Cylinder 60mm,1985,453,1
958,1164-1,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,453,2
959,1168-1,Battery Box,1986,443,1
960,1169-1,Bogie Plates,1986,456,2
961,1170-1,Replacement Train Battery Tender,1986,456,2
962,117-1,Locomotive without Motor,1967,235,99
963,1171-1,Lighting Brick with Red and Blue Globes,1986,443,5
964,11717-1,Bricks Bricks Plates,2020,621,1504
965,1172-1,Colored Globes,1986,443,5
966,1174-1,Motorhome for Basic Motor 4.5V/Train Motor 12V,1986,443,2
967,1175-1,4.5v TECHNIC Motor,1982,453,1
968,1176-1,Gear Racks and Turntables,1978,453,6
969,1177-1,Santa In Truck with Polar Bear,2000,227,27
970,1178-1,"Siren, Black",1986,443,1
971,1179-1,Replacement Space Siren,1986,443,1
972,1180-1,Space Port Moon Buggy,1999,93,25
973,118-1,Electronic Train,1968,235,103
974,1181-1,Space Port Spacecraft,1999,93,23
975,118-2,Small Train Set,1968,235,117
976,1182-1,Adventurers Raft,1999,297,18
977,118-3,Motorized Freight or Passenger Train (Sears Exclusive),1969,235,419
978,1183-1,Mummy and Cart,1999,297,17
979,1184-1,Cart,1999,434,24
980,1185-1,Raft,1999,434,25
981,1186-1,Cart,1999,434,25
982,1187-1,Glider,1999,434,23
983,1188-1,Fire Formula,1999,87,38
984,1189-1,Rocket Boat,1999,87,30
985,1190-1,Retro Buggy,1999,87,45
986,11903-1,Ninjago: Brickmaster: Fight The Power Of The Snakes,2012,497,156
987,119-1,Super Train Set,1968,235,401
988,11910-1,Micro-Scale Space Cruiser,2015,126,102
989,1191-1,Try Bird,1999,87,34
990,11926-1,Parts for Wooden Minifigure,2019,683,29
991,1193-1,Water Park Tub,1999,632,43
992,11938-1,Robot,2020,22,45
993,11939-1,Octopus,2020,22,63
994,11940-1,Fortress,2020,22,52
995,1194-1,Classic Building Table,1999,470,408
996,11941-1,Frog,2020,22,56
997,11942-1,Lunar Lander,2020,22,45
998,11943-1,Fire Ant,2020,22,25
999,11944-1,Skull,2021,22,39
1000,11945-1,Steam Locomotive,2021,22,38
1001,11946-1,Penguin,2021,22,48
1002,11947-1,Time Machine,2021,22,39
1003,11948-1,Carnivorous Plant,2021,22,43
1004,11949-1,Parrot,2021,22,44
1005,11950-1,Racing Car,2021,22,34
1006,1195-1,Alien Encounter,2001,135,42
1007,11951-1,Orangutan,2021,22,51
1008,11952-1,Wind Energy,2021,22,38
1009,11953-1,Gecko,2021,22,36
1010,11954-1,Spaceship,2021,22,40
1011,11955-1,Lion,2021,22,47
1012,1196-1,Biker with Bicycle,2000,458,8
1013,11961-1,Helicopter,2022,22,40
1014,11962-1,Robot,2022,22,41
1015,11963-1,Dinosaur,2022,22,51
1016,11964-1,Submarine,2022,22,31
1017,119645111436-1,Classic Space Astronaut Plush (Red),2021,501,0
1018,119645111504-1,Classic Space Astronaut Plush (Blue),2021,501,0
